#,At the beginning of the pandemic did you work or study?,Family,Friends,Pets,Roommates,People I didn't know,Alone,How many people did you live with in that period?,Bored,Stressed,Free,Optimistic,Peaceful,Lonely,Disappointed,Frustrated,Threatened,Before covid,During covid,Bored,Stressed,Excited,Hopeful,Peaceful,Lonely,Vulnerable,Disappointed,Anxious,Mask mandate,Lockdown,Closing Workplace/University,Vaccination pass,Social distancing,Quarantine,Mask mandate,Lockdown,Closing Workplace/University,Vaccination pass,Social distancing,Quarantine,Proud,Optimistic,Indifferent,Vulnerable,Disappointed,Hostile,Threatened,Anxious,Free,No,"Yes, in 2020","Yes, in 2021","Yes, in 2022",Stressed,Optimistic,Peaceful,Lonely,Vulnerable,Disappointed,Frustrated,Anxious,Threatened,1 before COVID-19?,2 before COVID-19?,3 before COVID-19?,4 before COVID-19?,5 before COVID-19?,6 before COVID-19?,1 during COVID-19?,2 during COVID-19?,3 during COVID-19?,4 during COVID-19?,5 during COVID-19?,6 during COVID-19?,Main Income,Bored,Stressed,Free,Proud,Optimistic,Lonely,Disappointed,Frustrated,Anxious,Did your studying situation changed during COVID-19?,Change in personal interests,Change in learning modes,Family / Friends / Advisors Influence,Low grades,Better Career Prospects,Economic Difficulties,Started working,Other / I prefer not to answer,How would you describe your job?,"In your daily job, do you work directly with the public?",Free,Aggresive,Frustrated,Disappointed,Vulnerable,Lonely,Optimistic,enthusiastic,stressed,Did your professional situation change during COVID-19?,Why did your professional situation change?,Meeting a small group of friends (2-6 people),"Going to public places (cinemas, theaters, restaurants, gym)",Taking public transportation,Going to a crowded event outdoors,Meeting a small group of friends (2-6 people),"Going to public places (cinemas, theaters, restaurants, gym)",Taking public transportation,Going to a crowded event outdoors,Do you feel you have gone back to your “normality”?,What is your job sector?,What is your major?,What is your gender?,How old are you now?,Where did you grow up?,What is your ethnicity?,Which of these emotions do you associate with COVID-19?
IT,Study,Family,,,,,,4,Bored,,Free,,Peaceful,,,,,Daily,Daily,,,,Lonely,,Optimistic,,,,5,5,5,5,5,5,5,3,1,5,4,5,,,,,Disappointed,Hostile,,,,,,,"Yes, in 2022",,Optimistic,Peaceful,,,,,,,Relationships,Mental health,Physical health,Family,Career & Finances,Spirituality,Relationships,Physical health,Mental health,Family,Career & Finances,Spirituality,Family,Bored,,,,,Lonely,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,4,4,2,3,5,5,5,5,10,,Ingegneria e tecnologia,Male,20-24,I am Italian,White,
IT,Study,Family,,,,,,3,,,,,Peaceful,,,,,Daily,Weekly,,,,,Peaceful,,,,,4,4,4,1,4,4,3,2,1,1,2,3,,,Indifferent,,,,,,,No,,,,,,,,,,,,,Relationships,Family,Spirituality,Career & Finances,Physical health,Mental health,Relationships,Family,Spirituality,Career & Finances,Physical health,Mental health,Family,,Stressed,,,,,,,,Other / I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,4,4,4,4,8,,Ingegneria e tecnologia,Female,20-24,I am Italian,White,
IT,Both,Family,,,,,,2,,,,,,,Frustrated,,,Daily,Daily,,,Vulnerable,Lonely,,,,,,3,3,2,3,4,4,3,2,2,3,4,3,,,,,Disappointed,Hostile,,,,,,,"Yes, in 2022",,,,,Vulnerable,,,,,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Job,,,,,,Lonely,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,3,3,1,4,3,3,1,4,6,,Ingegneria e tecnologia,Female,30-40,I am Italian,White,
IT,Study,Family,,,,,,4,Bored,,,,Peaceful,,,,,Daily,Daily,,,,Lonely,,,,,Bored,4,4,4,4,5,5,4,3,3,4,4,4,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Mental health,Family,Physical health,Relationships,Career & Finances,Spirituality,Mental health,Physical health,Family,Relationships,Career & Finances,Spirituality,Family,,,,,,,,Frustrated,Anxious,No,,,,,,,,,,,,,,,,,,,,,,4,2,2,3,4,4,3,3,7,,Ingegneria e tecnologia,Male,24-30,I am Italian,White,
IT,Study,Family,,Pets,,,,,,Stressed,,,,,Frustrated,,,Daily,Daily,Anxious,,Vulnerable,,,,,Stressed,,5,5,5,5,5,5,4,2,2,5,2,2,,,,,Disappointed,Hostile,,,,,,,"Yes, in 2022",Stressed,,,Lonely,,,Frustrated,,,Career & Finances,Mental health,Relationships,Physical health,Spirituality,Family,Physical health,Mental health,Family,Relationships,Spirituality,Career & Finances,Family,Bored,Stressed,,,,,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,3,2,1,2,5,4,3,4,7,,Ingegneria e tecnologia,Male,20-24,I am Italian,White,
IT,Study,Family,,,,,,3,,,Free,,Peaceful,,,,,Daily,Daily,,,,Lonely,,,,Stressed,,4,3,5,4,5,4,4,2,5,3,4,3,,,,,Disappointed,,Threatened,,,No,,,,,,,,,,,,,Relationships,Family,Career & Finances,Mental health,Physical health,Spirituality,Relationships,Career & Finances,Family,Mental health,Physical health,Spirituality,Family,,,Free,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,4,3,4,5,5,4,4,8,,Ingegneria e tecnologia,Male,20-24,I am Italian,White,
IT,Study,Family,,,,,,3,,Stressed,,,,,,,Anxious,Daily,Daily,,,,,Peaceful,,,,,5,5,5,5,5,5,5,2,2,5,5,5,,,Indifferent,,Disappointed,,,,,No,,,,,,,,,,,,,Mental health,Career & Finances,Physical health,Family,Relationships,Spirituality,Mental health,Career & Finances,Physical health,Family,Relationships,Spirituality,Family,,Stressed,,,,Lonely,,,,No,,,,,,,,,,,,,,,,,,,,,,4,4,3,4,4,4,3,4,7,,Informatica e scienze dell'informazione,Male,20-24,I am Italian,White,
IT,Study,Family,,,,,,4,,,,,Peaceful,,,,,Daily,Daily,,,,,,Optimistic,,,Bored,4,4,4,5,3,4,4,4,3,5,3,4,,,,,Disappointed,Hostile,Threatened,,,No,,,,,,,,,,,,,Family,Mental health,Physical health,Relationships,Spirituality,Career & Finances,Family,Mental health,Physical health,Relationships,Career & Finances,Spirituality,Family,Bored,,,,,Lonely,,,,No,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,5,5,5,8,,Ingegneria e tecnologia,Male,20-24,I am Italian,White,
IT,Study,Family,,,,,,6,,,,,Peaceful,,,,,Daily,Daily,Anxious,,Vulnerable,Lonely,,,,,,5,4,4,4,3,5,4,2,2,5,4,3,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Family,Relationships,Spirituality,Physical health,Mental health,Career & Finances,Family,Relationships,Spirituality,Physical health,Mental health,Career & Finances,Family,,,,,,Lonely,,,,No,,,,,,,,,,,,,,,,,,,,,,3,2,2,1,5,4,3,3,7,,Ingegneria e tecnologia,Male,18-20,I am Italian,White,
IT,Study,Family,,,,,,2,,,,Optimistic,Peaceful,,Frustrated,,,Daily,Daily,Anxious,,,,,,,,,5,5,5,5,5,5,5,3,2,4,2,3,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Career & Finances,Family,Relationships,Physical health,Mental health,Spirituality,Physical health,Family,Relationships,Mental health,Career & Finances,Spirituality,Family,,Stressed,,,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,5,5,5,5,8,,Ingegneria e tecnologia,Female,20-24,I am Italian,White,
IT,Study,Family,,,,,,5,,Stressed,,,,,Frustrated,,Anxious,Daily,Daily,Anxious,,Vulnerable,,,,,Stressed,,5,5,4,3,5,5,5,3,2,3,5,5,,,,,Disappointed,,Threatened,,,,"Yes, in 2020",,,,,,,,,Frustrated,Anxious,,Physical health,Family,Relationships,Career & Finances,Mental health,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,,Stressed,,,,Lonely,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,2,2,4,,Informatica e scienze dell'informazione,Female,20-24,I am Italian,White,
IT,Study,Family,,Pets,,,,,Bored,,,,Peaceful,,Frustrated,,,Daily,Daily,,,Vulnerable,,,,,,,4,4,4,4,4,4,2,2,3,4,4,4,,,Indifferent,,Disappointed,,,,,,,,"Yes, in 2022",,,Peaceful,,,,,,,Career & Finances,Family,Physical health,Mental health,Relationships,Spirituality,Relationships,Family,Physical health,Mental health,Career & Finances,Spirituality,Family,,Stressed,,,,,,Frustrated,Anxious,No,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,5,5,3,5,8,,Ingegneria e tecnologia,Female,20-24,I've always lived in Milan,White,
IT,Study,Family,,,,,,2,,,,,Peaceful,,,,,Weekly,Daily,Anxious,,,,,,,,,5,5,5,5,5,5,5,4,5,5,5,3,,,Indifferent,,,,,,,No,,,,,,,,,,,,,Career & Finances,Family,Relationships,Physical health,Mental health,Spirituality,Career & Finances,Family,Relationships,Physical health,Mental health,Spirituality,Family,,,Free,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,3,3,2,3,5,4,3,5,7,,Ingegneria e tecnologia,Female,18-20,I am Italian,White,
IT,Study,,,,Roommates,,Alone,,,,,,,,,,,Daily,Daily,,,,,Peaceful,Optimistic,,,,4,4,1,3,4,5,2,2,1,5,2,5,,,,,Disappointed,Hostile,,,,No,,,,,,,,,,,,,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Family,,,Free,,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,5,5,5,5,10,,Ingegneria e tecnologia,Male,24-30,I am Italian,White,
IT,Study,Family,,,,,,4,Bored,,Free,,,,,,,Daily,Daily,,,,,,,,,Bored,4,4,5,5,5,5,3,2,5,5,5,5,,,,,Disappointed,Hostile,,,,No,,,,,,,,,,,,,Career & Finances,Mental health,Spirituality,Family,Relationships,Physical health,Career & Finances,Mental health,Spirituality,Family,Relationships,Physical health,Family,,,Free,,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,4,2,1,1,5,3,2,2,8,,Ingegneria e tecnologia,Male,20-24,I've always lived in Milan,White,
IT,Work,Family,,,,,,3,,,,Optimistic,,,,,,Daily,Daily,,,,,Peaceful,,,,,5,5,5,5,5,5,5,5,5,5,5,5,,,Indifferent,,,,,,,,"Yes, in 2020","Yes, in 2021","Yes, in 2022",,,Peaceful,,,,,,,Mental health,Family,Career & Finances,Physical health,Relationships,Spirituality,Physical health,Mental health,Family,Career & Finances,Relationships,Spirituality,,,,,,,,,,,,,,,,,,,,Fixed term employed,1,,,,,Vulnerable,,Optimistic,,Stressed,"Yes, I quit my job",Better Career Prospects,4,3,1,3,5,4,2,5,10,Other / I prefer not to answer,,Male,20-24,I've always lived in Milan,White,
IT,Study,Family,Friends,,,,,4,,,,,Peaceful,,,,,Daily,Daily,,,,,Peaceful,,,,,5,5,5,4,5,5,4,4,3,5,4,5,,,,,Disappointed,Hostile,,,,,,,"Yes, in 2022",,,,,,,Frustrated,,,Relationships,Physical health,Mental health,Family,Career & Finances,Spirituality,Physical health,Relationships,Family,Mental health,Career & Finances,Spirituality,Family,,,,Proud,,Lonely,,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,2,5,5,5,3,5,10,,Ingegneria e tecnologia,Female,24-30,I am Italian,White,
IT,Study,Family,,,,,,3,Bored,Stressed,,,Peaceful,,,,,Daily,Daily,,Disappointed,,,Peaceful,,,,Bored,4,3,1,5,3,4,1,1,1,5,3,4,,,,,Disappointed,Hostile,,,,,,,"Yes, in 2022",,,Peaceful,,,,,,,Relationships,Family,Mental health,Physical health,Career & Finances,Spirituality,Relationships,Family,Mental health,Physical health,Career & Finances,Spirituality,Family,,Stressed,,,,,Disappointed,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,4,4,3,5,5,5,3,5,9,,Ingegneria e tecnologia,Male,18-20,I am Italian,White,
IT,Study,Family,,,,,,5,,,,,Peaceful,,,,,Weekly,Daily,,,,,Peaceful,Optimistic,,,,4,4,4,5,5,5,4,3,3,5,5,5,,,,,Disappointed,Hostile,,,,No,,,,,,,,,,,,,Spirituality,Family,Relationships,Mental health,Physical health,Career & Finances,Spirituality,Family,Relationships,Mental health,Physical health,Career & Finances,Family,Bored,,,,,Lonely,Disappointed,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,4,4,5,5,4,4,9,,Ingegneria e tecnologia,Male,20-24,I am Italian,White,
IT,Study,Family,,,,,,3,,Stressed,,,,,,,,Daily,Daily,Anxious,,Vulnerable,Lonely,,,,,,5,5,5,5,5,5,5,4,4,5,5,5,,,,,Disappointed,Hostile,,,,,,,"Yes, in 2022",,,,,Vulnerable,,Frustrated,,,Relationships,Career & Finances,Mental health,Family,Spirituality,Physical health,Relationships,Mental health,Career & Finances,Family,Spirituality,Physical health,Family,Bored,Stressed,,,,Lonely,,,,Yes because I changed my field of study,,,,,Better Career Prospects,,,,,,,,,,,,,,,,,5,5,4,4,5,5,4,4,6,,Ingegneria e tecnologia,Male,24-30,I am Italian,Other / I prefer not to answer,
IT,Study,Family,,,,,,3,,,,,Peaceful,Lonely,,,Anxious,Daily,Daily,,,,Lonely,,,Excited,Stressed,,5,4,3,5,5,5,5,4,3,5,5,5,,,,,Disappointed,Hostile,,,,No,,,,,,,,,,,,,Career & Finances,Family,Relationships,Physical health,Mental health,Spirituality,Career & Finances,Family,Physical health,Mental health,Relationships,Spirituality,Family,Bored,Stressed,,,,,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,4,3,4,2,7,,Ingegneria e tecnologia,Female,20-24,I am Italian,White,
IT,Study,Family,,Pets,,,,,Bored,Stressed,,,,,,,Anxious,Daily,Daily,,Disappointed,,Lonely,,,,,Bored,5,5,5,5,5,5,5,3,4,5,4,4,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Relationships,Family,Career & Finances,Mental health,Physical health,Spirituality,Relationships,Family,Career & Finances,Mental health,Physical health,Spirituality,Family,,Stressed,,,,Lonely,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,4,2,2,3,5,4,3,3,6,,Ingegneria e tecnologia,Male,20-24,I am Italian,White,
IT,Study,Family,,,,,,3,,,,,Peaceful,,Frustrated,,,Daily,Weekly,,,,,Peaceful,Optimistic,,,Bored,5,4,5,5,5,5,5,3,5,5,5,5,,,,,Disappointed,Hostile,Threatened,,,No,,,,,,,,,,,,,Relationships,Family,Spirituality,Mental health,Career & Finances,Physical health,Relationships,Family,Mental health,Spirituality,Career & Finances,Physical health,Family,Bored,,,,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,5,5,5,5,9,,Ingegneria e tecnologia,Male,20-24,I am Italian,White,
IT,Study,Family,,,,,Alone,,,,,,,,,,,Daily,Daily,,,,,,Optimistic,Excited,,,4,4,5,4,3,3,1,1,1,3,1,1,,Optimistic,,,,Hostile,,,,,"Yes, in 2020",,,,,Peaceful,,,,,,,Mental health,Physical health,Family,Relationships,Career & Finances,Spirituality,Mental health,Physical health,Family,Relationships,Career & Finances,Spirituality,Other / I prefer not to answer,Bored,,,,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,7,,Ingegneria e tecnologia,Male,20-24,I am Italian,Black or African American,
IT,Study,Family,,,,,,2,Bored,,,,,,,,,Daily,Weekly,,,,,,Optimistic,,,,3,1,1,1,2,1,1,1,1,1,1,1,,,Indifferent,,,,,,,No,,,,,,,,,,,,,Career & Finances,Relationships,Family,Physical health,Mental health,Spirituality,Career & Finances,Relationships,Family,Physical health,Mental health,Spirituality,Family,Bored,,,,,Lonely,,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,10,,Ingegneria e tecnologia,Female,18-20,I am Italian,White,
IT,Study,Family,,Pets,,,,,,Stressed,,,,,Frustrated,,,Daily,Daily,,Disappointed,,,,,,,,5,2,3,4,5,5,4,2,1,5,4,4,,,,,Disappointed,,,,,,,"Yes, in 2021",,,Optimistic,Peaceful,,,,,,,Career & Finances,Relationships,Mental health,Family,Physical health,Spirituality,Relationships,Mental health,Physical health,Family,Career & Finances,Spirituality,Family,Bored,Stressed,,,,,,Frustrated,,Other / I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,5,5,4,5,5,5,4,5,8,,Ingegneria e tecnologia,Female,18-20,I am Italian,White,
IT,Study,Family,,Pets,,,,,,,,,Peaceful,,,,,Daily,Daily,,,,,Peaceful,,,,,5,5,5,5,5,5,5,5,5,5,5,5,,,Indifferent,,Disappointed,,,,,No,,,,,,,,,,,,,Career & Finances,Family,Physical health,Mental health,Relationships,Spirituality,Career & Finances,Physical health,Mental health,Family,Relationships,Spirituality,Family,,,,,,Lonely,,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,4,5,5,5,5,8,,Informatica e scienze dell'informazione,Male,20-24,I am Italian,White,
IT,Study,Family,,,,,,4,,,,,Peaceful,,,,,Monthly,Weekly,,,,,Peaceful,,,,,5,5,5,5,5,5,5,3,5,5,5,5,,,,,Disappointed,,,,,,,,"Yes, in 2022",,,,,,,Frustrated,,,Career & Finances,Family,Relationships,Physical health,Mental health,Spirituality,Physical health,Career & Finances,Mental health,Family,Relationships,Spirituality,Family,,,Free,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,3,1,2,1,5,5,4,2,2,,Ingegneria e tecnologia,Female,18-20,I am Italian,White,
IT,Study,Family,,,,,,,,,,,Peaceful,,Frustrated,,,Daily,Daily,Anxious,Disappointed,,,,,,,Bored,5,3,3,2,5,5,5,1,1,5,4,4,,,,,Disappointed,Hostile,,,,No,,,,,,,,,,,,,Relationships,Physical health,Career & Finances,Family,Mental health,Spirituality,Mental health,Physical health,Family,Relationships,Career & Finances,Spirituality,,,,,,,Lonely,,Frustrated,Anxious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,Study,Family,,,,,,4,Bored,Stressed,,,Peaceful,,,,,Daily,Daily,,Disappointed,,,,,,,,5,5,5,5,5,5,5,3,2,5,5,5,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Relationships,Physical health,Mental health,Family,Career & Finances,Spirituality,Mental health,Relationships,Physical health,Family,Career & Finances,Spirituality,Family,,Stressed,,,,,,Frustrated,Anxious,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,1,,Ingegneria e tecnologia,Female,20-24,I am Italian,White,
IT,Study,Family,,,,,,4,,,,,Peaceful,,,,,Daily,Daily,,,,,,,Excited,Stressed,,5,5,5,5,5,5,3,3,2,5,5,5,,,,,Disappointed,Hostile,Threatened,,,No,,,,,,,,,,,,,Family,Career & Finances,Mental health,Relationships,Physical health,Spirituality,Family,Mental health,Physical health,Career & Finances,Relationships,Spirituality,Family,,Stressed,,,,,,Frustrated,Anxious,Other / I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,3,3,2,1,5,4,1,1,3,,Ingegneria e tecnologia,Female,18-20,I am Italian,White,
IT,Study,Family,,,,,,4,Bored,,,,,Lonely,Frustrated,,,Daily,Monthly,,,,Lonely,,Optimistic,Excited,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,,Disappointed,Hostile,Threatened,,,No,,,,,,,,,,,,,Career & Finances,Family,Physical health,Mental health,Relationships,Spirituality,Family,Physical health,Mental health,Career & Finances,Relationships,Spirituality,Family,,Stressed,,,,Lonely,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,3,3,1,1,5,5,4,5,8,,Ingegneria e tecnologia,Male,20-24,I am Italian,White,
IT,Study,Family,,,,,,4,Bored,Stressed,,,,,,,,Daily,Daily,,,,,,,Excited,Stressed,,5,5,1,5,5,5,3,1,1,5,4,4,,,,,Disappointed,Hostile,,,,No,,,,,,,,,,,,,Relationships,Mental health,Physical health,Career & Finances,Family,Spirituality,Relationships,Mental health,Physical health,Career & Finances,Family,Spirituality,Family,,Stressed,,,,,Disappointed,Frustrated,,Other / I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,10,,Ingegneria e tecnologia,Not-binary,20-24,I am Italian,White,
IT,Study,Family,,,,,,2,,,,,Peaceful,,,,Anxious,Daily,Monthly,Anxious,,Vulnerable,,,,,,,5,4,4,5,4,5,4,4,3,5,4,5,,,,,,,Threatened,,,No,,,,,,,,,,,,,Relationships,Family,Career & Finances,Mental health,Spirituality,Physical health,Mental health,Physical health,Family,Relationships,Spirituality,Career & Finances,Family,,Stressed,,,,Lonely,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,4,2,3,3,3,,Ingegneria e tecnologia,Female,20-24,I am Italian,White,
IT,Study,Family,,,,,,2,,,Free,,Peaceful,,,,,Daily,Daily,,Disappointed,,,,,,,Bored,4,4,2,3,3,4,4,3,2,3,3,4,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Family,Mental health,Relationships,Physical health,Career & Finances,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Bored,Stressed,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,4,3,3,3,7,,Ingegneria e tecnologia,Male,,I am Italian,Other / I prefer not to answer,
IT,Study,Family,,,,,,5,,,,,Peaceful,,,,,Daily,Daily,,,,,Peaceful,,,,,5,5,5,5,5,5,5,5,1,4,3,4,,,,,Disappointed,,,,,,,,"Yes, in 2022",,,,,,,Frustrated,,,Relationships,Family,Spirituality,Mental health,Physical health,Career & Finances,Family,Relationships,Spirituality,Mental health,Physical health,Career & Finances,Family,Bored,Stressed,,,,Lonely,,,,No,,,,,,,,,,,,,,,,,,,,,,4,3,2,1,5,4,4,5,9,,Ingegneria e tecnologia,Female,Other,I am Italian,White,
IT,Study,Family,,,,,,2,,,Free,Optimistic,Peaceful,,,,,Daily,Daily,,Disappointed,Vulnerable,Lonely,,,,,,5,4,2,5,4,4,5,2,2,5,3,4,,,,Vulnerable,Disappointed,Hostile,,,,,,,"Yes, in 2022",,,Peaceful,Lonely,,,,,,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Family,,Stressed,,,,,,Frustrated,Anxious,No,,,,,,,,,,,,,,,,,,,,,,3,3,4,3,4,4,4,4,9,,Ingegneria e tecnologia,Female,,I am Italian,White,
IT,Study,Family,,,Roommates,,,4,,,Free,,Peaceful,,Frustrated,,,Daily,Daily,,,,,Peaceful,Optimistic,Excited,,,4,4,5,4,3,4,3,4,4,4,4,4,,,,,,,Threatened,,,No,,,,,,,,,,,,,Career & Finances,Relationships,Physical health,Mental health,Family,Spirituality,Mental health,Physical health,Family,Relationships,Career & Finances,Spirituality,Family,,,Free,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,4,3,2,2,5,5,3,4,10,,Ingegneria e tecnologia,Male,,I am Italian,White,
IT,Study,Family,,,,,,3,,Stressed,,,,Lonely,Frustrated,,,Daily,Weekly,,,,,,,Excited,Stressed,,4,3,2,5,4,4,4,3,2,5,4,3,,,,,Disappointed,Hostile,,,,No,,,,,,,,,,,,,Mental health,Relationships,Physical health,Career & Finances,Family,Spirituality,Mental health,Relationships,Family,Physical health,Career & Finances,Spirituality,Scholarship,Bored,,,,,Lonely,Disappointed,,,Yes because I changed my field of study,,,Family / Friends / Advisors Influence,,Better Career Prospects,,,,,,,,,,,,,,,,,3,2,3,2,5,5,5,4,7,,Ingegneria e tecnologia,Male,Other,I am Italian,White,
IT,Study,Family,,,,,,3,,Stressed,,,,,Frustrated,,Anxious,Weekly,Daily,,,,,Peaceful,Optimistic,Excited,,,5,4,4,5,5,5,5,3,4,5,3,4,,,,,Disappointed,Hostile,,,,No,,,,,,,,,,,,,Mental health,Physical health,Career & Finances,Relationships,Family,Spirituality,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Family,,Stressed,,,,Lonely,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,5,3,2,3,5,4,3,4,8,,Scienze matematiche,Female,,I am Italian,White,
IT,Study,,,,Roommates,,,2,Bored,,,,,,,,,Daily,Daily,,,,,,,,,Bored,1,1,1,1,1,4,1,1,1,1,1,3,,,Indifferent,,,,,,,,,"Yes, in 2021",,,,,,,,Frustrated,,,Career & Finances,Relationships,Family,Physical health,Mental health,Spirituality,Career & Finances,Relationships,Family,Physical health,Mental health,Spirituality,Scholarship,Bored,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,4,,Ingegneria e tecnologia,Female,,I've always lived in Milan,White,
IT,Study,Family,,,,,,3,Bored,,,,Peaceful,,,,,Daily,Daily,,,Vulnerable,,,,,,,5,5,5,5,5,5,5,4,3,5,4,5,,,,,Disappointed,Hostile,,,,,,,"Yes, in 2022",,,,Lonely,,,Frustrated,,,Family,Mental health,Career & Finances,Relationships,Physical health,Spirituality,Family,Relationships,Mental health,Career & Finances,Physical health,Spirituality,Family,Bored,Stressed,,,,,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,2,3,4,2,5,5,3,5,9,,Ingegneria e tecnologia,Female,Other,I am Italian,White,
IT,Study,Family,,,,,,2,Bored,,,,Peaceful,,,,,Daily,Weekly,,Disappointed,,Lonely,,,,,Bored,4,4,4,4,3,3,3,2,2,2,2,2,,,Indifferent,,,,,,,No,,,,,,,,,,,,,Relationships,Family,Physical health,Mental health,Career & Finances,Spirituality,Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality,Family,Bored,Stressed,,,,,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,5,5,4,4,9,,Ingegneria e tecnologia,Male,,I am Italian,White,
IT,Study,Family,,,,,,4,Bored,,,,Peaceful,,,,,Daily,Daily,,,Vulnerable,,,,Excited,,,4,4,5,3,5,5,1,1,5,1,1,1,,Optimistic,,,,,,,,No,,,,,,,,,,,,,Family,Relationships,Physical health,Mental health,Career & Finances,Spirituality,Family,Relationships,Physical health,Mental health,Career & Finances,Spirituality,Family,Bored,,,,Optimistic,,,,Anxious,Yes because I changed my field of study,,Change in learning modes,,Low grades,Better Career Prospects,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,10,,Ingegneria e tecnologia,Male,18-20,I am Italian,Black or African American,
IT,Study,Family,,,,,,3,Bored,,,,Peaceful,,,,,Daily,Daily,,,,,Peaceful,,,,Bored,4,4,4,4,3,4,2,1,2,4,2,4,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Physical health,Mental health,Relationships,Family,Career & Finances,Spirituality,Physical health,Mental health,Relationships,Family,Career & Finances,Spirituality,Family,Bored,Stressed,,,,,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,10,,Scienze fisiche,Male,Other,I've always lived in Milan,White,
IT,Study,Family,,,,,,2,,,,,Peaceful,,,,,Daily,Daily,,,,,Peaceful,,,,,5,5,5,5,5,5,5,5,3,5,5,5,,,,,Disappointed,,,,,,,,"Yes, in 2022",,,Peaceful,,,,,,,Mental health,Family,Relationships,Career & Finances,Physical health,Spirituality,Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality,Family,,,Free,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,3,3,3,5,5,5,5,8,,Ingegneria e tecnologia,Male,24-30,I've always lived in Milan,Black or African American,
IT,Both,Family,,,,,,4,,,,,Peaceful,Lonely,,,,Daily,Daily,,,,Lonely,,,,,,4,4,3,5,5,4,2,4,2,5,2,2,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Relationships,Family,Physical health,Mental health,Career & Finances,Spirituality,Mental health,Relationships,Physical health,Family,Career & Finances,Spirituality,Job,,Stressed,,,,Lonely,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,5,4,4,5,5,5,5,5,9,,Ingegneria e tecnologia,Male,,I've always lived in Milan,White,
